Title,Author,Publication Date,Location,URL,Anger[0],Anger[1],Anger[2],Anger[3],Anger[4],Disgust[0],Disgust[1],Disgust[2],Disgust[3],Disgust[4],Fear[0],Fear[1],Fear[2],Fear[3],Fear[4],Joy[0],Joy[1],Joy[2],Joy[3],Joy[4],Sadness[0],Sadness[1],Sadness[2],Sadness[3],Sadness[4]
The Portrait of a Lady,Henry James,1881,United Kingdom United States,http://www.loyalbooks.com/download/text/The-Portrait-of-a-Lady-vol-1.txt,0.156166,0.144116,0.145347,0.134127,0.140238,0.117511,0.12162,0.098828,0.526761,0.083969,0.141213,0.152059,0.130359,0.107402,0.126528,0.597133,0.621934,0.587404,0.591815,0.575721,0.577746,0.564208,0.56002,0.496147,0.560075
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,1886,United Kingdom,http://www.loyalbooks.com/download/text/The-Strange-Case-of-Dr-Jekyll-and-Mr-Hyde-by-Robert-Louis-Stevenson-2.txt,0.148833,0.14877,0.18373,0.133489,0.145724,0.120074,0.148702,0.135487,0.124393,0.158624,0.148983,0.578073,0.559647,0.603438,0.486005,0.612965,0.551417,0.508179,0.562572,0.513202,0.465076,0.533825,0.536429,0.512194,0.567871
One of Ours,Willa Cather,1922,United States,http://www.loyalbooks.com/download/text/One-of-Ours-by-Willa-Cather.txt,0.195571,0.137935,0.158943,0.134206,0.137976,0.137951,0.126825,0.148062,0.522194,0.506951,0.151502,0.126399,0.172777,0.143506,0.164101,0.577946,0.593723,0.555454,0.563431,0.565225,0.49566,0.485521,0.497018,0.568041,0.182266
Mr Standfast,John Buchan,1919,United Kingdom,http://www.loyalbooks.com/download/text/Mr-Standfast-by-John-Buchan.txt,0.124319,0.15465,0.115004,0.148014,0.164401,0.114049,0.132411,0.113014,0.124668,0.113802,0.130374,0.506035,0.151114,0.157501,0.151613,0.601211,0.550866,0.591504,0.583887,0.544175,0.516882,0.490171,0.495644,0.577779,0.51284
Spacehounds of IPC,Edward E. Smith Ph.D.,1947,United States,http://www.loyalbooks.com/download/text/Spacehounds-of-Ipc.txt,0.12907,0.124546,0.131767,0.125635,0.186999,0.088855,0.102929,0.097677,0.090699,0.123676,0.15454,0.162147,0.12256,0.14106,0.169445,0.581936,0.555023,0.603208,0.544805,0.519213,0.512114,0.515874,0.181163,0.49117,0.532712
From the Earth to the Moon,Jules Verne,1867,France,http://www.loyalbooks.com/download/text/From-the-Earth-to-the-Moon-by-Jules-Verne.txt,0.144823,0.105824,0.140428,0.148309,0.129486,0.105474,0.497436,0.114952,0.104478,0.078725,0.133951,0.116448,0.123933,0.169903,0.141745,0.557325,0.575171,0.542655,0.498043,0.48679,0.189097,0.149396,0.525611,0.466915,0.551226
Just So Stories,Rudyard Kipling,1902,United Kingdom,http://www.loyalbooks.com/download/text/Just-So-Stories-by-Rudyard-Kipling.txt,0.139317,0.133853,0.128647,0.107209,0.126604,0.49341,0.162046,0.083678,0.480995,0.152973,0.134896,0.130977,0.135551,0.128628,0.130922,0.560441,0.599426,0.613539,0.567774,0.646046,0.493423,0.518609,0.225602,0.496821,0.158938
Kidnapped,Robert Louis Stevenson,1886,United Kingdom,http://www.loyalbooks.com/download/text/Kidnapped-by-Robert-Louis-Stevenson.txt,0.161078,0.117686,0.166635,0.149884,0.1354,0.477827,0.145607,0.120338,0.166209,0.578601,0.549413,0.464866,0.530734,0.16276,0.546316,0.547965,0.569603,0.567481,0.522207,0.570171,0.484669,0.57822,0.583099,0.594449,0.577452
A Planet for Texans,H. Beam Piper and J. J. McGuire,1958,United States,http://www.loyalbooks.com/download/text/Lone-Star-Planet-by-H-Beam-Piper-and-John-J-Mcguire.txt,0.17651,0.529039,0.192574,0.184606,0.161539,0.135671,0.111253,0.118493,0.179869,0.131949,0.127787,0.557739,0.144853,0.18614,0.136244,0.53928,0.599722,0.221868,0.506505,0.5749,0.471493,0.536818,0.501849,0.213985,0.193425
The Railway Children,Edith Nesbit,1906,United Kingdom,http://www.loyalbooks.com/download/text/Railway-Children-by-E-Nesbit.txt,0.148192,0.149411,0.112679,0.181468,0.179658,0.083898,0.12952,0.126438,0.138643,0.501174,0.105481,0.13729,0.12965,0.142347,0.554237,0.148619,0.545719,0.628567,0.577789,0.540419,0.511559,0.550653,0.498457,0.459384,0.555664
At the Earth's Core,Edgar Rice Burroughs,1914,United States,http://www.loyalbooks.com/download/text/At-the-Earths-Core-by-Edgar-Rice-Burroughs.txt,0.130286,0.140052,0.134108,0.13573,0.116932,0.13289,0.166545,0.136674,0.419751,0.125714,0.140747,0.174427,0.167795,0.582479,0.526526,0.558513,0.581802,0.565029,0.551115,0.531006,0.599209,0.512621,0.565667,0.564,0.514953
The Waste Land,T. S. Eliot,1922,United States,http://www.loyalbooks.com/download/text/The-Waste-Land-by-T-S-Eliot.txt,0.118682,0.14046,0.107454,0.105415,0.055041,0.139759,0.473219,0.164269,0.052489,0.039216,0.602783,0.13124,0.109272,0.089572,0.056925,0.553645,0.558005,0.533726,0.084173,0.103078,0.518192,0.568417,0.540237,0.4912,0.102798
The Cricket on the Hearth,Charles Dickens,1845,England,http://www.loyalbooks.com/download/text/The-Cricket-on-the-Hearth-by-Charles-Dickens.txt,0.108308,0.11974,0.134287,0.13001,0.106672,0.105705,0.093766,0.093734,0.113488,0.100674,0.094118,0.102233,0.140222,0.148283,0.471962,0.656272,0.594976,0.595715,0.579353,0.574507,0.188933,0.493515,0.578376,0.551452,0.469238
The Wonderful Wizard of Oz,L. Frank Baum,1900,United States,http://www.loyalbooks.com/download/text/The-Wonderful-Wizard-of-Oz.txt,0.110328,0.124349,0.146925,0.128465,0.140581,0.125926,0.108065,0.455878,0.145324,0.098167,0.159364,0.160078,0.525451,0.598124,0.128175,0.621415,0.585316,0.602754,0.610582,0.635863,0.574637,0.521395,0.521199,0.582628,0.567974
Agnes Grey,Anne Brontë,1847,United Kingdom,http://www.loyalbooks.com/download/text/Agnes-Grey-by-Anne-Bronte.txt,0.497161,0.472588,0.111502,0.13001,0.136771,0.447654,0.139191,0.084612,0.118084,0.504955,0.571099,0.129233,0.141948,0.578771,0.133554,0.568634,0.648608,0.611742,0.556365,0.593706,0.505055,0.568577,0.583595,0.601414,0.593902
Can You Forgive Her?,Anthony Trollope,1864,England,http://www.loyalbooks.com/download/text/Can-You-Forgive-Her-by-Anthony-Trollope.txt,0.100688,0.139965,0.125888,0.127997,0.148591,0.083152,0.117981,0.156828,0.098022,0.131281,0.074585,0.114676,0.584965,0.149269,0.147756,0.664561,0.625894,0.560845,0.578935,0.627325,0.502487,0.497584,0.56011,0.527945,0.537917
The Mysterious Stranger,Mark Twain,1916,United States,http://www.loyalbooks.com/download/text/The-Mysterious-Stranger-and-Other-Stories-by-Mark-Twain.txt,0.137359,0.128484,0.141603,0.124645,0.143893,0.104142,0.106614,0.546731,0.143423,0.109958,0.527474,0.581984,0.139815,0.132845,0.144378,0.596565,0.602849,0.54777,0.595763,0.605757,0.517502,0.514736,0.593259,0.516794,0.580109
Adventures of Huckleberry Finn,Mark Twain,1884,United States,http://www.loyalbooks.com/download/text/Adventures-of-Huckleberry-Finn-by-Mark-Twain.txt,0.147385,0.159182,0.144203,0.478838,0.18634,0.132663,0.142161,0.127346,0.129907,0.469253,0.15338,0.183305,0.1678,0.146016,0.161978,0.521549,0.487534,0.589024,0.538223,0.165368,0.594689,0.524665,0.524033,0.539184,0.567594
The Food of the Gods and How It Came to Earth,H. G. Wells,1904,United Kingdom,http://www.loyalbooks.com/download/text/The-Food-of-the-Gods-and-How-it-Came-to-Earth-by-H-G-Wells.txt,0.124375,0.158504,0.123511,0.159924,0.146372,0.125928,0.149099,0.469724,0.112381,0.449416,0.123054,0.525307,0.108808,0.151966,0.160631,0.542943,0.591246,0.5642,0.551241,0.548281,0.517776,0.211585,0.503844,0.545604,0.564694
The Twelve Caesars,Suetonius,null,Roman Empire,http://www.loyalbooks.com/download/text/Twelve-Caesars-by-Suetonius.txt,0.128183,0.113831,0.113642,0.13769,0.106103,0.083747,0.1048,0.092752,0.06439,0.077509,0.127432,0.119733,0.138452,0.087065,0.093888,0.577002,0.623063,0.549866,0.598197,0.551546,0.51378,0.474012,0.516223,0.521179,0.500305
Hard Times,Charles Dickens,1854,England,http://www.loyalbooks.com/download/text/Hard-Times-by-Charles-Dickens.txt,0.130705,0.127771,0.166354,0.149488,0.131526,0.485011,0.11751,0.126309,0.129291,0.132024,0.128065,0.184515,0.124355,0.172833,0.15666,0.478597,0.543835,0.55455,0.536366,0.602149,0.53368,0.596573,0.182425,0.522688,0.522514
Tik-Tok of Oz,L. Frank Baum,1914,United States,http://www.loyalbooks.com/download/text/Tik-Tok-of-Oz-by-L-Frank-Baum.txt,0.133115,0.134718,0.142407,0.154704,0.135214,0.098446,0.077373,0.489199,0.139904,0.140338,0.065453,0.126337,0.151357,0.152652,0.117451,0.656839,0.598112,0.600495,0.57036,0.59335,0.173551,0.50006,0.516037,0.547869,0.551045
Triplanetary,Edward E. Smith Ph.D.,1934,United States,http://www.loyalbooks.com/download/text/Triplanetary-by-Ee-Doc-Smith.txt,0.166825,0.157597,0.115848,0.178283,0.154849,0.12908,0.107361,0.071325,0.106531,0.10104,0.182773,0.186117,0.567279,0.171087,0.138467,0.56187,0.553051,0.601017,0.479955,0.516411,0.549966,0.566836,0.475053,0.56036,0.548253
Beautiful Stories from Shakespeare.,Edith Nesbit,1907,United Kingdom,http://www.loyalbooks.com/download/text/Beautiful-Stories-from-Shakespeare-by-Edith-Nesbit.txt,0.091673,0.118055,0.500055,0.161307,0.520025,0.091004,0.100002,0.095848,0.118207,0.126478,0.076767,0.103123,0.09019,0.59857,0.094661,0.667706,0.647087,0.581409,0.610732,0.560936,0.183954,0.629744,0.590015,0.582955,0.511916
Uncle Tom's Cabin,Harriet Beecher Stowe,1851,United States,http://www.loyalbooks.com/download/text/Uncle-Toms-Cabin-by-Harriet-Beecher-Stowe.txt,0.131381,0.147942,0.112476,0.149496,0.161823,0.144778,0.142636,0.098817,0.143228,0.184376,0.115422,0.124886,0.156318,0.12354,0.164946,0.6091,0.610298,0.616827,0.544532,0.573375,0.551933,0.564243,0.566772,0.558856,0.516776
The Hound of the Baskervilles,Arthur Conan Doyle,1902,United Kingdom,http://www.loyalbooks.com/download/text/Hound-of-the-Baskervilles-by-Doyle-2.txt,0.16283,0.498513,0.123589,0.156826,0.144981,0.115573,0.101263,0.146726,0.123229,0.136878,0.176543,0.499058,0.527855,0.522235,0.147181,0.559663,0.52897,0.510192,0.579583,0.506326,0.575256,0.536023,0.551951,0.586779,0.532903
Captain Stormfield's Visit to Heaven,Mark Twain,1909,United States,http://www.loyalbooks.com/download/text/Captain-Stormfields-Visit-to-Heaven.txt,0.142271,0.10707,0.184513,0.143703,0.115785,0.095813,0.090945,0.095097,0.110522,0.105402,0.185825,0.120057,0.113074,0.087281,0.13558,0.502789,0.576437,0.580323,0.582013,0.615064,0.538775,0.546771,0.531288,0.543071,0.574529
Key Out of Time,Andre Norton,1963,United States,http://www.loyalbooks.com/download/text/Key-Out-of-Time-by-Andre-Norton.txt,0.110787,0.132889,0.44753,0.1311,0.143837,0.090556,0.132075,0.090186,0.128416,0.102394,0.156877,0.158403,0.173793,0.525002,0.173406,0.589862,0.489213,0.541108,0.495474,0.524138,0.584211,0.575688,0.564084,0.571023,0.24938
Robinson Crusoe,Daniel Defoe,1719,United Kingdom,http://www.loyalbooks.com/download/text/Robinson-Crusoe-by-Daniel-Defoe.txt,0.154465,0.152624,0.120412,0.541811,0.175852,0.112182,0.114396,0.125904,0.531386,0.13444,0.174935,0.453766,0.194065,0.523569,0.5363,0.589482,0.525526,0.561501,0.585217,0.501039,0.549705,0.624615,0.593247,0.516814,0.555114
She: A History of Adventure,H. Rider Haggard,1887,United Kingdom,http://www.loyalbooks.com/download/text/She-by-H-Rider-Haggard.txt,0.097856,0.443345,0.138002,0.089106,0.139578,0.090565,0.062657,0.116471,0.107403,0.135513,0.118588,0.09696,0.165602,0.134923,0.14929,0.604785,0.553888,0.558372,0.617276,0.601524,0.488215,0.153527,0.567869,0.554475,0.530958
Dick Sand A Captain at Fifteen,Jules Verne,1878,France,http://www.loyalbooks.com/download/text/Dick-Sands-the-Boy-Captain-by-Jules-Verne.txt,0.1571,0.143932,0.135441,0.174586,0.182014,0.142921,0.114818,0.118589,0.499956,0.474608,0.134405,0.119155,0.128335,0.155037,0.132207,0.471976,0.589827,0.589002,0.530792,0.543884,0.520399,0.484479,0.22028,0.514988,0.512006
Glinda of Oz,L. Frank Baum (posthumously),1920,United States,http://www.loyalbooks.com/download/text/Glinda-of-Oz-by-L-Frank-Baum.txt,0.106654,0.157763,0.116623,0.177626,0.141499,0.083953,0.097163,0.12861,0.099852,0.096891,0.12335,0.193668,0.566677,0.135652,0.568924,0.69165,0.588326,0.631152,0.590134,0.670965,0.181811,0.517685,0.512112,0.555173,0.477811
The Prince and the Pauper,Mark Twain,1881,United States,http://www.loyalbooks.com/download/text/The-Prince-and-the-Pauper-by-Mark-Twain.txt,0.110741,0.49498,0.170592,0.146566,0.125053,0.42245,0.124557,0.141643,0.128283,0.091869,0.1198,0.133689,0.573799,0.13974,0.151156,0.524611,0.542841,0.536574,0.608981,0.583557,0.480124,0.524987,0.620083,0.55917,0.549075
Andrew Lang's Fairy Books,Andrew Lang,1889,null,http://www.loyalbooks.com/download/text/Crimson-Fairy-Book-by-Andrew-Lang.txt,0.14251,0.121655,0.141328,0.122632,0.206886,0.105755,0.128569,0.110282,0.091111,0.13946,0.090961,0.560621,0.147445,0.139711,0.129809,0.642349,0.618683,0.595197,0.627635,0.556861,0.210607,0.557975,0.558389,0.546417,0.611551
The Awakening,Kate Chopin,1899,United States,http://www.loyalbooks.com/download/text/The-Awakening-by-Kate-Chopin.txt,0.163858,0.11246,0.137378,0.085341,0.128775,0.160701,0.105683,0.10112,0.103871,0.132502,0.145646,0.144931,0.095468,0.474929,0.568511,0.552527,0.546985,0.598502,0.567595,0.59142,0.168569,0.558587,0.451955,0.64699,0.539077
Armadale,Wilkie Collins,1864,England,http://www.loyalbooks.com/download/text/Armadale-by-Wilkie-Collins.txt,0.143186,0.150028,0.171581,0.138172,0.128789,0.125414,0.537036,0.122232,0.081973,0.146861,0.132316,0.164985,0.150657,0.547489,0.163225,0.590479,0.567221,0.567936,0.524146,0.526238,0.536255,0.576573,0.531712,0.579565,0.599163
A Treatise of Human Nature,David Hume,1738,null,http://www.loyalbooks.com/download/text/Treatise-of-Human-Nature-1.txt,0.066671,0.130805,0.165711,0.505744,0.16667,0.048506,0.083574,0.117414,0.123348,0.092554,0.06019,0.12519,0.164575,0.100652,0.117318,0.558479,0.564355,0.511411,0.565131,0.556757,0.08549,0.499841,0.500801,0.485573,0.535493
Dear Enemy,Jean Webster,null,null,http://www.loyalbooks.com/download/text/Dear-Enemy-by-Jean-Webster.txt,0.129801,0.438918,0.113604,0.107061,0.127729,0.112756,0.13299,0.09683,0.074492,0.078748,0.13146,0.146572,0.123582,0.137108,0.092383,0.544153,0.593158,0.632935,0.600087,0.587377,0.523644,0.495481,0.508187,0.567545,0.528322
Out of Time’s Abyss,Edgar Rice Burroughs,1963,United States,http://www.loyalbooks.com/download/text/Out-of-Times-Abyss-by-Edgar-Rice-Burroughs-1.txt,0.135868,0.480444,0.481634,0.110352,0.496594,0.115102,0.140662,0.160958,0.155698,0.118917,0.134265,0.526317,0.473482,0.160286,0.125097,0.542193,0.501686,0.551156,0.612956,0.576438,0.529492,0.542377,0.550459,0.547235,0.551632
Anna Karenina,Leo Tolstoy,1877,Russia,http://www.loyalbooks.com/download/text/Anna-Karenina-by-Leo-Tolstoy.txt,0.13149,0.613177,0.529311,0.150695,0.549944,0.090854,0.084391,0.146481,0.118721,0.448523,0.140731,0.55746,0.122642,0.157646,0.10526,0.612548,0.57702,0.575995,0.581344,0.603025,0.207283,0.571714,0.547645,0.548536,0.52285
Leviathan,Thomas Hobbes,1651,England,http://www.loyalbooks.com/download/text/Leviathan-Books-I-and-Ii-by-Thomas-Hobbes.txt,0.129632,0.188674,0.4713,0.132731,0.188172,0.10904,0.48364,0.174117,0.097536,0.104744,0.113862,0.069511,0.137572,0.078908,0.073503,0.594234,0.565295,0.610184,0.526583,0.592896,0.212156,0.446723,0.183613,0.511111,0.155011
The Diary of A Young Girl,Anne Frank,1952,Netherlands,http://www.loyalbooks.com/download/text/Book-of-Strife-in-the-Form-of-the-Diary-of-An-Ol.txt,0.084456,0.080562,0.047317,0.05928,0.066179,0.071448,0.06647,0.052962,0.073404,0.051099,0.082456,0.070267,0.071462,0.106358,0.092564,0.587022,0.623858,0.579507,0.59955,0.599383,0.484394,0.618819,0.497546,0.534227,0.570363
The Antichrist,Friedrich Nietzsche,1895,Germany,http://www.loyalbooks.com/download/text/The-Antichrist-by-Nietzsche.txt,0.106991,0.122526,0.140169,0.14373,0.167724,0.084998,0.459761,0.146095,0.136905,0.125807,0.090924,0.101823,0.107728,0.129481,0.094155,0.600548,0.577227,0.592885,0.561025,0.589794,0.145011,0.55193,0.549527,0.544941,0.517227
page of 1st illustrated French edition,Jules Verne,1873,Title The Fur Country,http://www.loyalbooks.com/download/text/The-Fur-Country-by-Jules-Verne.txt,0.101764,0.1052,0.124524,0.505995,0.111488,0.07818,0.093929,0.083666,0.100746,0.084096,0.096338,0.156196,0.54943,0.586454,0.593114,0.588122,0.492526,0.56398,0.522608,0.595816,0.189905,0.474434,0.566473,0.550484,0.529719
Candide,Voltaire,1759,France,http://www.loyalbooks.com/download/text/Candide-by-Voltaire.txt,0.109388,0.152817,0.136468,0.500387,0.094586,0.126368,0.124537,0.119116,0.137166,0.052731,0.10987,0.12809,0.137391,0.495702,0.094919,0.582014,0.540241,0.58296,0.629997,0.555101,0.54511,0.526744,0.549027,0.561893,0.142354
Varney the Vampire; or the Feast of Blood,James Malcolm Rymer Thomas Peckett Prest,1845,United Kingdom,http://www.loyalbooks.com/download/text/Varney-the-Vampire-by-Thomas-Preskett-Prest.txt,0.140538,0.128515,0.511773,0.122559,0.158148,0.097594,0.101832,0.119453,0.092936,0.180061,0.496003,0.14789,0.131435,0.117772,0.128602,0.572928,0.624499,0.579189,0.563772,0.551039,0.508554,0.614322,0.501256,0.540508,0.229524
A Tramp Abroad,Mark Twain,1880,United States,http://www.loyalbooks.com/download/text/A-Tramp-Abroad-by-Mark-Twain.txt,0.131908,0.142027,0.159516,0.470105,0.11435,0.103251,0.116145,0.119863,0.093365,0.102559,0.133285,0.120216,0.134682,0.135613,0.147843,0.57373,0.628977,0.57739,0.591605,0.60251,0.212428,0.252591,0.497628,0.505349,0.49842
Daisy Miller,Henry James,1879,United Kingdom,http://www.loyalbooks.com/download/text/Daisy-Miller-by-Henry-James.txt,0.117018,0.133591,0.122785,0.129018,0.146544,0.142559,0.12482,0.076784,0.459809,0.093151,0.131115,0.113211,0.558658,0.103196,0.104327,0.611281,0.577118,0.630627,0.600199,0.564106,0.570765,0.522365,0.581481,0.519344,0.526725
Black Beauty,Anna Sewell,1877,United Kingdom,http://www.loyalbooks.com/download/text/Black-Beauty-Young-Folks-edition-by-Anna-Sewell.txt,0.135835,0.468425,0.559551,0.155891,0.146698,0.109301,0.136076,0.148774,0.131393,0.144672,0.141193,0.560137,0.194364,0.524361,0.155963,0.621069,0.594578,0.480016,0.559524,0.617124,0.53818,0.506159,0.525511,0.56957,0.499209
The Wind in the Willows,Kenneth Grahame,1908,United Kingdom,http://www.loyalbooks.com/download/text/The-Wind-in-the-Willows-by-Kenneth-Grahame.txt,0.136425,0.135648,0.144485,0.503174,0.174122,0.110501,0.507689,0.133389,0.497389,0.564835,0.141041,0.492111,0.152646,0.561713,0.55525,0.559087,0.449532,0.583503,0.564692,0.527207,0.52265,0.591645,0.524389,0.567507,0.541068
The Little Lame Prince and his Travelling Cloak,Dinah Maria Mulock Craik (as Miss Mulock),1875,UK,http://www.loyalbooks.com/download/text/The-Little-Lame-Prince-by-Miss-Mulock.txt,0.115055,0.120848,0.142872,0.496237,0.147081,0.087685,0.108885,0.10416,0.096292,0.124696,0.145695,0.154033,0.129776,0.113247,0.167972,0.618876,0.627472,0.611907,0.624579,0.584521,0.540482,0.579218,0.53124,0.573951,0.610777
Anne of Green Gables,Lucy Maud Montgomery,1908,Written and set in Canada published in the United States[1][2],http://www.loyalbooks.com/download/text/Anne-of-Green-Gables.txt,0.488153,0.103773,0.109905,0.484102,0.116521,0.117567,0.5286,0.103442,0.102359,0.080594,0.135949,0.119068,0.117851,0.433267,0.143792,0.563066,0.574417,0.637247,0.536382,0.618151,0.209488,0.523967,0.479796,0.59005,0.532055
Americans,null,null,null,http://www.loyalbooks.com/download/text/Americans-and-Others.txt,0.128332,0.116857,0.179051,0.141842,0.519786,0.114764,0.099549,0.123365,0.135137,0.104614,0.090325,0.091862,0.09948,0.11757,0.553811,0.605876,0.630864,0.585872,0.580689,0.628603,0.521674,0.202343,0.540164,0.526708,0.550463
Alice in Blunderland: An Iridescent Dream,John Kendrick Bangs,1907,United States,http://www.loyalbooks.com/download/text/Alice-in-Blunderland-An-Iridescent-Dream-version-2.txt,0.133891,0.141664,0.142387,0.175709,0.125784,0.111219,0.100915,0.124724,0.101726,0.115116,0.12413,0.117977,0.13467,0.127215,0.123636,0.558462,0.596662,0.616225,0.59811,0.586752,0.546583,0.523087,0.196853,0.470739,0.539447
Henry L. Williams,null,null,null,http://www.loyalbooks.com/download/text/The-Lincoln-Story-Book-by-Henry-L-Williams.txt,0.133137,0.139786,0.131009,0.177724,0.209594,0.141897,0.127008,0.107911,0.14926,0.173791,0.114518,0.100098,0.102041,0.139347,0.160245,0.591722,0.490304,0.562142,0.525048,0.520122,0.204124,0.544644,0.562707,0.533293,0.510985
The Light That Failed,Rudyard Kipling,1891,United States,http://www.loyalbooks.com/download/text/Light-That-Failed.txt,0.485064,0.54469,0.506438,0.529191,0.45603,0.197275,0.157157,0.126623,0.149936,0.115094,0.120233,0.170995,0.152252,0.534296,0.139366,0.535713,0.601446,0.600274,0.572316,0.584793,0.548393,0.542829,0.525539,0.16378,0.513566
Edison's Conquest of Mars,Garrett P. Serviss,1947,United States,http://www.loyalbooks.com/download/text/Edisons-Conquest-of-Mars-by-Garrett-P-Serviss.txt,0.165517,0.197084,0.154232,0.530987,0.542661,0.122086,0.131368,0.107417,0.107873,0.110986,0.128571,0.533171,0.499698,0.14738,0.170183,0.563577,0.485698,0.580805,0.575291,0.574363,0.541648,0.529774,0.546792,0.547367,0.514461
The Talisman,Sir Walter Scott,1825,Scotland,http://www.loyalbooks.com/download/text/The-Talisman-by-Sir-Walter-Scott.txt,0.105031,0.119515,0.150572,0.160119,0.132518,0.091297,0.087471,0.168836,0.14627,0.092141,0.112661,0.161403,0.145434,0.517163,0.133435,0.628246,0.614129,0.544047,0.593194,0.641166,0.520711,0.208289,0.532095,0.544849,0.528897
Heart of Darkness,Joseph Conrad,1899,United Kingdom,http://www.loyalbooks.com/download/text/Heart-of-Darkness-by-Joseph-Conrad.txt,0.107495,0.154102,0.120546,0.125098,0.147297,0.124884,0.107724,0.101514,0.098522,0.125863,0.155238,0.152158,0.136017,0.552281,0.580814,0.555901,0.526319,0.55419,0.561951,0.578806,0.531852,0.535737,0.595913,0.540321,0.592835
The $30000 Bequest and Other Stories,Mark Twain,1906,United States,http://www.loyalbooks.com/download/text/30000-Dollar-Bequest.txt,0.146916,0.520088,0.599601,0.148589,0.090032,0.111306,0.585661,0.060206,0.112531,0.094868,0.138589,0.136163,0.127684,0.126499,0.151817,0.579315,0.571202,0.580404,0.584269,0.533748,0.569046,0.54676,0.534673,0.537097,0.543119
The Imitation of Christ,Thomas à Kempis,1418,null,http://www.loyalbooks.com/download/text/The-Imitation-of-Christ-by-Thomas-a-Kempis.txt,0.091621,0.080311,0.065028,0.117827,0.061271,0.051635,0.074399,0.042629,0.068441,0.038116,0.124876,0.087734,0.082005,0.114593,0.066456,0.5926,0.59473,0.649326,0.547085,0.595949,0.57838,0.586877,0.489819,0.542292,0.495333
The Riddle of the Sands,Robert Erskine Childers,1903,null,http://www.loyalbooks.com/download/text/The-Riddle-of-the-Sands-by-Erskine-Childers.txt,0.133905,0.455737,0.138687,0.113507,0.149803,0.141623,0.121412,0.111013,0.104254,0.139295,0.138924,0.136948,0.143635,0.12883,0.156039,0.536477,0.556866,0.559545,0.531948,0.555679,0.586291,0.473299,0.554752,0.572,0.492702
The History of Henry Esmond,William Makepeace Thackeray,1852,England,http://www.loyalbooks.com/download/text/Henry-Esmond-by-William-Makepeace-Thackeray.txt,0.109265,0.1575,0.134137,0.52788,0.154011,0.095856,0.168275,0.098182,0.101854,0.133031,0.118723,0.101702,0.128671,0.132581,0.148442,0.621164,0.612179,0.597475,0.635784,0.576996,0.50831,0.541029,0.536336,0.596021,0.574896
Love and Freindship,Jane Austen,1790,UK,http://www.loyalbooks.com/download/text/Love-and-Freindship-by-Jane-Austen.txt,0.133829,0.104243,0.091806,0.13117,0.457583,0.11397,0.095393,0.077851,0.088414,0.086329,0.108515,0.150074,0.08885,0.116811,0.546176,0.615659,0.536504,0.625339,0.586136,0.568553,0.485962,0.619132,0.551897,0.577682,0.531957
The Beetle,Richard Marsh,1897,null,http://www.loyalbooks.com/download/text/The-Beetle-by-Richard-Marsh.txt,0.515752,0.162873,0.542745,0.174976,0.488384,0.170447,0.150475,0.132026,0.104193,0.138625,0.190698,0.682887,0.172059,0.152542,0.145866,0.522409,0.5722,0.57088,0.545034,0.521659,0.571948,0.517249,0.529205,0.492519,0.496069
Grace Abounding to the Chief of Sinners,John Bunyan,1666,England,http://www.loyalbooks.com/download/text/Grace-Abounding-to-the-Chief-of-Sinners-by-John-Bunyan.txt,0.076574,0.092004,0.084717,0.106728,0.150714,0.067932,0.066756,0.08454,0.091893,0.076871,0.097083,0.119951,0.584751,0.093239,0.431396,0.577844,0.534163,0.551964,0.560839,0.558848,0.116718,0.480202,0.566181,0.486256,0.522277
Tarzan and the Jewels of Opar,Edgar Rice Burroughs,1916,United States,http://www.loyalbooks.com/download/text/Tarzan-and-the-Jewels-of-Opar-by-Edgar-Rice-Burroughs.txt,0.448952,0.099453,0.148977,0.131997,0.530518,0.148066,0.115485,0.136277,0.607931,0.430608,0.190779,0.549121,0.184098,0.506011,0.578199,0.550143,0.564787,0.569932,0.536057,0.554774,0.571633,0.561615,0.558892,0.530656,0.519349
Bleak House,Charles Dickens,1852,England,http://www.loyalbooks.com/download/text/Bleak-House-by-Charles-Dickens.txt,0.10211,0.149453,0.18056,0.142245,0.111884,0.109122,0.085396,0.164357,0.09977,0.119053,0.122199,0.114762,0.167582,0.110673,0.098761,0.550961,0.615167,0.537667,0.550378,0.615959,0.540123,0.54922,0.542259,0.536142,0.567481
The Road to Oz,L. Frank Baum,1909,United States,http://www.loyalbooks.com/download/text/The-Road-to-Oz-by-L-Frank-Baum.txt,0.100593,0.121312,0.506835,0.126191,0.095172,0.102946,0.147046,0.139987,0.118223,0.085538,0.09685,0.556442,0.167716,0.124753,0.084499,0.639998,0.636196,0.576229,0.633309,0.698648,0.175168,0.182246,0.582978,0.62385,0.514134
The Portrait of a Lady,Henry James,1881,United Kingdom United States,http://www.loyalbooks.com/download/text/The-Portrait-of-a-Lady-vol-1.txt,0.156166,0.144116,0.145347,0.134127,0.140238,0.117511,0.12162,0.098828,0.526761,0.083969,0.141213,0.152059,0.130359,0.107402,0.126528,0.597133,0.621934,0.587404,0.591815,0.575721,0.577746,0.564208,0.56002,0.496147,0.560075
